solver,metric,snr,value
SD-LARS,FDR,0.100000,0.000000
SD-LARS,TPR,0.100000,0.000000
SD-LARS,AvgL,0.100000,2.145000
SD-LARS,AvgT,0.100000,5.145000
SD-LARS,FDR,0.200000,0.017500
SD-LARS,TPR,0.200000,0.003000
SD-LARS,AvgL,0.200000,2.760000
SD-LARS,AvgT,0.200000,4.020000
SD-LARS,FDR,0.500000,0.025083
SD-LARS,TPR,0.500000,0.067500
SD-LARS,AvgL,0.500000,6.210000
SD-LARS,AvgT,0.500000,4.710000
SD-LARS,FDR,0.600000,0.023012
SD-LARS,TPR,0.600000,0.124000
SD-LARS,AvgL,0.600000,6.500000
SD-LARS,AvgT,0.600000,5.295000
SD-LARS,FDR,1.000000,0.054766
SD-LARS,TPR,1.000000,0.386500
SD-LARS,AvgL,1.000000,5.890000
SD-LARS,AvgT,1.000000,6.550000
SD-LARS,FDR,2.000000,0.050473
SD-LARS,TPR,2.000000,0.829000
SD-LARS,AvgL,2.000000,2.885000
SD-LARS,AvgT,2.000000,6.865000
SD-LARS,FDR,5.000000,0.036812
SD-LARS,TPR,5.000000,0.999000
SD-LARS,AvgL,5.000000,1.500000
SD-LARS,AvgT,5.000000,5.325000
SD-OMP,FDR,0.100000,0.005000
SD-OMP,TPR,0.100000,0.000000
SD-OMP,AvgL,0.100000,2.145000
SD-OMP,AvgT,0.100000,7.205000
SD-OMP,FDR,0.200000,0.007500
SD-OMP,TPR,0.200000,0.003000
SD-OMP,AvgL,0.200000,2.725000
SD-OMP,AvgT,0.200000,7.065000
SD-OMP,FDR,0.500000,0.011833
SD-OMP,TPR,0.500000,0.052000
SD-OMP,AvgL,0.500000,6.180000
SD-OMP,AvgT,0.500000,6.280000
SD-OMP,FDR,0.600000,0.005750
SD-OMP,TPR,0.600000,0.087500
SD-OMP,AvgL,0.600000,6.425000
SD-OMP,AvgT,0.600000,6.325000
SD-OMP,FDR,1.000000,0.019308
SD-OMP,TPR,1.000000,0.409000
SD-OMP,AvgL,1.000000,5.315000
SD-OMP,AvgT,1.000000,6.610000
SD-OMP,FDR,2.000000,0.017545
SD-OMP,TPR,2.000000,0.991500
SD-OMP,AvgL,2.000000,1.220000
SD-OMP,AvgT,2.000000,7.150000
SD-OMP,FDR,5.000000,0.026212
SD-OMP,TPR,5.000000,1.000000
SD-OMP,AvgL,5.000000,1.075000
SD-OMP,AvgT,5.000000,7.240000
SD-AFS_rho_0.3,FDR,0.100000,0.000000
SD-AFS_rho_0.3,TPR,0.100000,0.000000
SD-AFS_rho_0.3,AvgL,0.100000,2.145000
SD-AFS_rho_0.3,AvgT,0.100000,6.565000
SD-AFS_rho_0.3,FDR,0.200000,0.010000
SD-AFS_rho_0.3,TPR,0.200000,0.002000
SD-AFS_rho_0.3,AvgL,0.200000,2.760000
SD-AFS_rho_0.3,AvgT,0.200000,5.960000
SD-AFS_rho_0.3,FDR,0.500000,0.018500
SD-AFS_rho_0.3,TPR,0.500000,0.069500
SD-AFS_rho_0.3,AvgL,0.500000,6.155000
SD-AFS_rho_0.3,AvgT,0.500000,5.060000
SD-AFS_rho_0.3,FDR,0.600000,0.012417
SD-AFS_rho_0.3,TPR,0.600000,0.115000
